"Taxon","sumOB31","sumOB32","sumOB33","sumOB34","Order","Genus"
"Pacearchaeota Incertae Sedis AR13;Pacearchaeota Incertae Sedis AR13",1,0,1,0,"Pacearchaeota Incertae Sedis AR13","Pacearchaeota Incertae Sedis AR13"
"Pasteurellales;Actinobacillus",0,0,0,0,"Pasteurellales","Actinobacillus"
"Pasteurellales;Mannheimia",0,0,0,0,"Pasteurellales","Mannheimia"
"Petrotogales;Defluviitoga",0,0,0,0,"Petrotogales","Defluviitoga"
"Phycisphaerales;Phycisphaera",0,0,0,0,"Phycisphaerales","Phycisphaera"
"Pirellulales;Blastopirellula",0,0,1,0,"Pirellulales","Blastopirellula"
"Pirellulales;Lacipirellula",1,0,2,0,"Pirellulales","Lacipirellula"
"Pirellulales;Mariniblastus",3,4,6,0,"Pirellulales","Mariniblastus"
"Pirellulales;Rhodopirellula",0,0,0,0,"Pirellulales","Rhodopirellula"
"Pirellulales;Rubripirellula",0,0,0,0,"Pirellulales","Rubripirellula"
"Pirellulales;Thermostilla",0,0,0,0,"Pirellulales","Thermostilla"
"Planctomycetales;Fimbriiglobus",0,0,0,0,"Planctomycetales","Fimbriiglobus"
"Planctomycetales;Gemmata",0,0,0,0,"Planctomycetales","Gemmata"
"Planctomycetales;Gimesia",0,0,0,0,"Planctomycetales","Gimesia"
"Planctomycetales;Planctomicrobium",1,1,1,0,"Planctomycetales","Planctomicrobium"
"Planctomycetales;Planctopirus",0,0,0,0,"Planctomycetales","Planctopirus"
"Planctomycetales;Schlesneria",0,0,0,0,"Planctomycetales","Schlesneria"
"Planctomycetales;Singulisphaera",1,1,1,0,"Planctomycetales","Singulisphaera"
"Planctomycetales;Tundrisphaera",0,0,0,0,"Planctomycetales","Tundrisphaera"
"Planctomycetales;Zavarzinella",0,0,0,0,"Planctomycetales","Zavarzinella"
"Poales;Zea",0,0,0,0,"Poales","Zea"
"Propionibacteriales;Cutibacterium",1,0,0,0,"Propionibacteriales","Cutibacterium"
"Propionibacteriales;Marmoricola",0,0,0,0,"Propionibacteriales","Marmoricola"
"Propionibacteriales;Nocardioides",0,0,0,0,"Propionibacteriales","Nocardioides"
"Pseudomonadales;Acinetobacter",1,0,0,0,"Pseudomonadales","Acinetobacter"
"Pseudomonadales;Agitococcus",0,0,0,0,"Pseudomonadales","Agitococcus"
"Pseudomonadales;Moraxella",0,0,0,0,"Pseudomonadales","Moraxella"
"Pseudomonadales;Pseudomonas",2,3,1,1,"Pseudomonadales","Pseudomonas"
"Pseudomonadales;Psychrobacter",0,0,0,0,"Pseudomonadales","Psychrobacter"
"Pseudonocardiales;Pseudonocardia",0,0,0,0,"Pseudonocardiales","Pseudonocardia"
"Puniceicoccales;Coraliomargarita",1,0,1,0,"Puniceicoccales","Coraliomargarita"
"Puniceicoccales;Pelagicoccus",1,1,1,0,"Puniceicoccales","Pelagicoccus"
"Puniceicoccales;Ruficoccus",0,0,0,0,"Puniceicoccales","Ruficoccus"
"Rhizobiales;Ahrensia",0,0,0,0,"Rhizobiales","Ahrensia"
"Rhizobiales;Allorhizobium",0,0,0,0,"Rhizobiales","Allorhizobium"
"Rhizobiales;Ancylobacter",0,0,0,0,"Rhizobiales","Ancylobacter"
"Rhizobiales;Anderseniella",0,1,1,0,"Rhizobiales","Anderseniella"
"Rhizobiales;Bauldia",0,0,1,0,"Rhizobiales","Bauldia"
"Rhizobiales;Beijerinckia",0,0,0,0,"Rhizobiales","Beijerinckia"
"Rhizobiales;Bradyrhizobium",1,1,0,0,"Rhizobiales","Bradyrhizobium"
"Rhizobiales;Devosia",1,0,0,0,"Rhizobiales","Devosia"
"Rhizobiales;Hoeflea",0,0,1,0,"Rhizobiales","Hoeflea"
"Rhizobiales;Hyphomicrobium",0,0,0,0,"Rhizobiales","Hyphomicrobium"
"Rhizobiales;Kaistia",0,0,0,0,"Rhizobiales","Kaistia"
"Rhizobiales;Lentilitoribacter",0,1,1,0,"Rhizobiales","Lentilitoribacter"
"Rhizobiales;Mesorhizobium",0,0,0,0,"Rhizobiales","Mesorhizobium"
"Rhizobiales;Methylobacterium",0,0,0,0,"Rhizobiales","Methylobacterium"
"Rhizobiales;Methyloceanibacter",0,0,0,0,"Rhizobiales","Methyloceanibacter"
"Rhizobiales;Methylocella",0,0,0,0,"Rhizobiales","Methylocella"
"Rhizobiales;Methylocystis",0,0,0,0,"Rhizobiales","Methylocystis"
"Rhizobiales;Parvibaculum",0,0,0,0,"Rhizobiales","Parvibaculum"
"Rhizobiales;Pedomicrobium",0,0,0,0,"Rhizobiales","Pedomicrobium"
"Rhizobiales;Prosthecomicrobium",0,0,0,0,"Rhizobiales","Prosthecomicrobium"
"Rhizobiales;Pseudahrensia",1,1,0,0,"Rhizobiales","Pseudahrensia"
"Rhizobiales;Pseudolabrys",0,0,0,0,"Rhizobiales","Pseudolabrys"
"Rhizobiales;Rhizobium",0,0,0,0,"Rhizobiales","Rhizobium"
"Rhizobiales;Rhodopseudomonas",0,0,0,0,"Rhizobiales","Rhodopseudomonas"
"Rhizobiales;Shinella",0,0,0,0,"Rhizobiales","Shinella"
"Rhizobiales;Xanthobacter",0,0,0,0,"Rhizobiales","Xanthobacter"
"Rhodobacterales;Amaricoccus",2,0,2,0,"Rhodobacterales","Amaricoccus"
"Rhodobacterales;Amylibacter",1,0,0,0,"Rhodobacterales","Amylibacter"
"Rhodobacterales;Celeribacter",1,0,0,0,"Rhodobacterales","Celeribacter"
"Rhodobacterales;Cypionkella",0,0,0,0,"Rhodobacterales","Cypionkella"
"Rhodobacterales;Epibacterium",0,0,0,0,"Rhodobacterales","Epibacterium"
"Rhodobacterales;Gemmobacter",0,0,0,0,"Rhodobacterales","Gemmobacter"
"Rhodobacterales;Halocynthiibacter",0,0,0,0,"Rhodobacterales","Halocynthiibacter"
"Rhodobacterales;Litoreibacter",2,1,2,0,"Rhodobacterales","Litoreibacter"
"Rhodobacterales;Loktanella",0,1,0,0,"Rhodobacterales","Loktanella"
"Rhodobacterales;Nereida",0,0,0,0,"Rhodobacterales","Nereida"
"Rhodobacterales;Octadecabacter",1,0,1,0,"Rhodobacterales","Octadecabacter"
"Rhodobacterales;Planktomarina",0,0,0,0,"Rhodobacterales","Planktomarina"
"Rhodobacterales;Roseovarius",0,0,0,0,"Rhodobacterales","Roseovarius"
"Rhodobacterales;Rubellimicrobium",0,0,0,0,"Rhodobacterales","Rubellimicrobium"
"Rhodobacterales;Ruegeria",0,0,0,0,"Rhodobacterales","Ruegeria"
"Rhodobacterales;Shimia",0,0,0,0,"Rhodobacterales","Shimia"
"Rhodobacterales;Sulfitobacter",2,2,1,0,"Rhodobacterales","Sulfitobacter"
"Rhodobacterales;Thalassobius",0,0,0,0,"Rhodobacterales","Thalassobius"
"Rhodobacterales;Yoonia",3,0,1,0,"Rhodobacterales","Yoonia"
"Rhodocyclales;Dechloromonas",0,0,0,0,"Rhodocyclales","Dechloromonas"
"Rhodocyclales;Ferribacterium",0,0,0,0,"Rhodocyclales","Ferribacterium"
"Rhodocyclales;Propionivibrio",0,0,0,0,"Rhodocyclales","Propionivibrio"
"Rhodocyclales;Thauera",0,0,0,0,"Rhodocyclales","Thauera"
"Rhodocyclales;Uliginosibacterium",0,0,0,0,"Rhodocyclales","Uliginosibacterium"
"Rhodocyclales;Zoogloea",0,0,0,0,"Rhodocyclales","Zoogloea"
"Rhodospirillales;Acidocella",0,0,0,0,"Rhodospirillales","Acidocella"
"Rhodospirillales;Nisaea",1,5,2,0,"Rhodospirillales","Nisaea"
"Rhodospirillales;Reyranella",0,0,0,0,"Rhodospirillales","Reyranella"
"Rhodospirillales;Rhodovarius",0,0,0,0,"Rhodospirillales","Rhodovarius"
"Rhodospirillales;Roseomonas",0,0,0,0,"Rhodospirillales","Roseomonas"
"Rhodospirillales;Thalassobaculum",1,0,0,0,"Rhodospirillales","Thalassobaculum"
"Rhodospirillales;Varunaivibrio",1,1,1,0,"Rhodospirillales","Varunaivibrio"
"Rhodothermales;Roseithermus",1,1,1,0,"Rhodothermales","Roseithermus"
"Rickettsiales;Occidentia",0,1,0,0,"Rickettsiales","Occidentia"
"Rickettsiales;Rickettsia",0,0,0,0,"Rickettsiales","Rickettsia"
"SAR11;Candidatus Pelagibacter",128,121,117,0,"SAR11","Candidatus Pelagibacter"
"Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis",0,0,0,0,"Saccharibacteria_genera_incertae_sedis","Saccharibacteria_genera_incertae_sedis"
"Saprospirales;Aureispira",0,0,0,0,"Saprospirales","Aureispira"
"Saprospirales;Flavilitoribacter",1,1,2,0,"Saprospirales","Flavilitoribacter"
"Saprospirales;Haliscomenobacter",0,0,0,0,"Saprospirales","Haliscomenobacter"
"Saprospirales;Phaeodactylibacter",0,0,0,0,"Saprospirales","Phaeodactylibacter"
"Sedimentisphaerales;Anaerohalosphaera",0,0,0,0,"Sedimentisphaerales","Anaerohalosphaera"
"Selenomonadales;Anaeroarcus",0,0,0,0,"Selenomonadales","Anaeroarcus"
"Selenomonadales;Anaerosinus",0,0,0,0,"Selenomonadales","Anaerosinus"
"Selenomonadales;Megamonas",0,0,0,0,"Selenomonadales","Megamonas"
"Selenomonadales;Pelosinus",0,0,0,0,"Selenomonadales","Pelosinus"
"Selenomonadales;Selenomonas",0,0,0,0,"Selenomonadales","Selenomonas"
"Spartobacteria_genera_incertae_sedis;Spartobacteria_genera_incertae_sedis",0,0,0,0,"Spartobacteria_genera_incertae_sedis","Spartobacteria_genera_incertae_sedis"
"Sphingobacteriales;Daejeonella",0,0,0,0,"Sphingobacteriales","Daejeonella"
"Sphingobacteriales;Mucilaginibacter",0,0,0,0,"Sphingobacteriales","Mucilaginibacter"
"Sphingobacteriales;Pedobacter",0,0,0,0,"Sphingobacteriales","Pedobacter"
"Sphingomonadales;Altererythrobacter",0,0,0,0,"Sphingomonadales","Altererythrobacter"
"Sphingomonadales;Erythrobacter",0,0,0,0,"Sphingomonadales","Erythrobacter"
"Sphingomonadales;Novosphingobium",0,0,0,0,"Sphingomonadales","Novosphingobium"
"Sphingomonadales;Parasphingopyxis",1,0,0,0,"Sphingomonadales","Parasphingopyxis"
"Sphingomonadales;Polymorphobacter",0,0,0,0,"Sphingomonadales","Polymorphobacter"
"Sphingomonadales;Sphingobium",0,0,0,0,"Sphingomonadales","Sphingobium"
"Sphingomonadales;Sphingomonas",0,0,2,0,"Sphingomonadales","Sphingomonas"
"Sphingomonadales;Sphingorhabdus",1,0,0,0,"Sphingomonadales","Sphingorhabdus"
"Spirochaetales;Pleomorphochaeta",0,0,0,0,"Spirochaetales","Pleomorphochaeta"
"Sporichthyales;Longivirga",0,0,0,0,"Sporichthyales","Longivirga"
"Streptosporangiales;Actinoallomurus",0,0,0,0,"Streptosporangiales","Actinoallomurus"
"Subdivision3_genera_incertae_sedis;Subdivision3_genera_incertae_sedis",3,3,2,0,"Subdivision3_genera_incertae_sedis","Subdivision3_genera_incertae_sedis"
"Synergistales;Acetomicrobium",0,0,0,0,"Synergistales","Acetomicrobium"
"Synergistales;Cloacibacillus",0,0,0,0,"Synergistales","Cloacibacillus"
"Terrimicrobiales;Terrimicrobium",0,0,0,0,"Terrimicrobiales","Terrimicrobium"
"Thermotogales;Fervidobacterium",0,0,0,0,"Thermotogales","Fervidobacterium"
"Thiotrichales;Cocleimonas",0,0,0,0,"Thiotrichales","Cocleimonas"
"Thiotrichales;Cysteiniphilum",0,0,1,0,"Thiotrichales","Cysteiniphilum"
"Thiotrichales;Francisella",0,0,0,0,"Thiotrichales","Francisella"
"Thiotrichales;Leucothrix",0,1,3,0,"Thiotrichales","Leucothrix"
"Thiotrichales;Thiomicrorhabdus",0,0,0,0,"Thiotrichales","Thiomicrorhabdus"
"Thiotrichales;Thiothrix",0,0,0,0,"Thiotrichales","Thiothrix"
"Veillonellales;Dialister",0,0,0,0,"Veillonellales","Dialister"
"Verrucomicrobiales;Akkermansia",1,0,0,0,"Verrucomicrobiales","Akkermansia"
"Verrucomicrobiales;Luteolibacter",0,0,0,0,"Verrucomicrobiales","Luteolibacter"
"Verrucomicrobiales;Rubritalea",3,3,1,0,"Verrucomicrobiales","Rubritalea"
"Vibrionales;Aliivibrio",0,1,0,0,"Vibrionales","Aliivibrio"
"Vibrionales;Catenococcus",0,0,0,0,"Vibrionales","Catenococcus"
"Vibrionales;Photobacterium",1,1,0,0,"Vibrionales","Photobacterium"
"Vibrionales;Vibrio",1,0,0,0,"Vibrionales","Vibrio"
"Vicinamibacterales;Luteitalea",0,0,0,0,"Vicinamibacterales","Luteitalea"
"WPS-2_genera_incertae_sedis;WPS-2_genera_incertae_sedis",0,0,0,0,"WPS-2_genera_incertae_sedis","WPS-2_genera_incertae_sedis"
"Woesearchaeota Incertae Sedis AR16;Woesearchaeota Incertae Sedis AR16",0,2,0,0,"Woesearchaeota Incertae Sedis AR16","Woesearchaeota Incertae Sedis AR16"
"Xanthomonadales;Arenimonas",0,0,0,0,"Xanthomonadales","Arenimonas"
"Xanthomonadales;Luteimonas",0,0,0,0,"Xanthomonadales","Luteimonas"
"Xanthomonadales;Rhodanobacter",0,0,1,0,"Xanthomonadales","Rhodanobacter"
"Xanthomonadales;Stenotrophomonas",1,1,0,1,"Xanthomonadales","Stenotrophomonas"
"Xanthomonadales;Xanthomonas",0,0,0,0,"Xanthomonadales","Xanthomonas"
